112  34.43286557  135.23856581  34.43281971  135.23845285 51 102
111  34.43270632  135.23828145 51 102
111  34.43077457  135.23531151 51 102
112  34.43061842  135.23498511  34.43062189  135.23481269 51 102
111  34.43070565  135.23468743 51 102
111  34.43083918  135.23449420 51 102
111  34.43467613  135.23073397 51 102
112  34.43536641  135.23055509  34.43561178  135.23090216 51 102
115  34.43494965  135.23148212
120 Linear Feature 36
112  34.42255206  135.23286786  34.42282581  135.23256058 51 102
111  34.42246080  135.23213858 51 102
111  34.42120354  135.23024983 51 102
112  34.42059181  135.22997533  34.42040931  135.23022934 51 102
111  34.42072024  135.23075377 51 102
113  34.42197750  135.23263432 51 102
120 Linear Feature 35
112  34.42516920  135.23679239  34.42539821  135.23654946 51 102
111  34.42506287  135.23603387 51 102
111  34.42338210  135.23350055 51 102
112  34.42279730  135.23323780  34.42256829  135.23349559 51 102
111  34.42287909  135.23400622 51 102
113  34.42457213  135.23653458 51 102
120 Linear Feature 34
112  34.42569378  135.23758728  34.42585662  135.23739732 51 102
111  34.42573065  135.23718873 51 102
112  34.42540497  135.23715521  34.42525134  135.23733772 51 102
113  34.42538346  135.23753141 51 102
120 Linear Feature 33
112  34.42717992  135.23977902  34.42737594  135.23952498 51 102
111  34.42707514  135.23902101 51 102
111  34.42657156  135.23826710 51 102
112  34.42596997  135.23798849  34.42575705  135.23822613 51 102
111  34.42608488  135.23875059 51 102
113  34.42659184  135.23951269 51 102
120 Linear Feature 32
112  34.43512708  135.24997687  34.43527398  135.24983948 51 102
111  34.43561561  135.25021529 51 102
111  34.43621781  135.25111307 51 102
112  34.43630384  135.25170910  34.43616534  135.25185414 51 102
111  34.43579996  135.25147814 51 102
113  34.43521004  135.25059899 51 102
120 Linear Feature 31
112  34.43484442  135.24955780  34.43468157  135.24971053 51 102
111  34.43435896  135.24933429 51 102
111  34.43379056  135.24845887 51 102
112  34.43370145  135.24783677  34.43387351  135.24771011 51 102
111  34.43417769  135.24808635 51 102
113  34.43475224  135.24895432 51 102
120 Linear Feature 30
112  34.43343122  135.24746223  34.43359281  135.24734010 51 102
111  34.43334200  135.24682218 51 102
111  34.43275460  135.24591170 51 102
112  34.43228245  135.24571338  34.43211877  135.24587112 51 102
111  34.43236052  135.24631285 51 102
113  34.43296279  135.24724587 51 102
120 Linear Feature 29
112  34.43085447  135.24360028  34.43101091  135.24347769 51 102
111  34.43131534  135.24384240 51 102
111  34.43189911  135.24469543 51 102
112  34.43199129  135.24527654  34.43184821  135.24545001 51 102
111  34.43153042  135.24507166 51 102
113  34.43093743  135.24420000 51 102
120 Linear Feature 28
112  34.42942937  135.24144968  34.42925767  135.24163240 51 102
111  34.42951934  135.24209867 51 102
111  34.43009064  135.24298762 51 102
112  34.43058097  135.24321122  34.43072042  135.24302579 51 102
111  34.43047750  135.24257859 51 102
113  34.42991070  135.24173327 51 102
120 Linear Feature 27
112  34.42813025  135.23949323  34.42828694  135.23927347
111  34.42813025  135.23949323
112  34.42813025  135.23949323  34.42830231  135.23935914 51 102
111  34.42859655  135.23973671 51 102
111  34.42907208  135.24043915 51 102
112  34.42913440  135.24105485  34.42897463  135.24118522 51 102
111  34.42866118  135.24082256 51 102
113  34.42826644  135.24020407 51 102
120 Linear Feature 26
112  34.42850261  135.24167651  34.42870846  135.24143811 51 102
111  34.42838278  135.24089801 51 102
111  34.42805710  135.24042122 51 102
112  34.42745489  135.24013814  34.42725825  135.24033928 51 102
111  34.42756857  135.24089428 51 102
113  34.42790347  135.24140459 51 102
120 Linear Feature 25
112  34.43135697  135.24592684  34.43114367  135.24614849 51 102
111  34.43075793  135.24565622 51 102
111  34.42886542  135.24284600 51 102
112  34.42876622  135.24207581  34.42897190  135.24187878 51 102
111  34.42936717  135.24236492 51 102
113  34.43126158  135.24516125 51 102
120 Linear Feature 18
111  34.43773350  135.24933205 51 102
112  34.43845325  135.24860867  34.43845499  135.24860867 51 102
111  34.43985980  135.24894092 51 102
111  34.43998467  135.24903976 51 102
111  34.44180088  135.25180587 51 102
111  34.44241423  135.25277723 51 102
112  34.44257863  135.25364347  34.44253807  135.25424998 51 102
111  34.44225417  135.25454616 51 102
111  34.43955653  135.25720240 51 102
112  34.43929844  135.25762337  34.43919562  135.25787782
111  34.43929844  135.25762337
112  34.43929844  135.25762337  34.43919981  135.25806102 51 102
111  34.43923392  135.25841315 51 102
111  34.43958419  135.25895706 51 102
112  34.43961184  135.25854354  34.43962445  135.25834472
111  34.43961184  135.25854354
112  34.43961184  135.25854354  34.43963706  135.25849383 51 102
111  34.43976392  135.25837327 51 102
112  34.43991601  135.25820453  34.43992644  135.25813501 51 102
115  34.43988435  135.25809155
120 Linear Feature 19
111  34.44006295  135.25835660 51 102
112  34.44000170  135.25830288  34.43995440  135.25829072 51 102
111  34.43987935  135.25836798 51 102
111  34.43968637  135.25855726 51 102
111  34.43964715  135.25906205
112  34.43964715  135.25906205  34.43966578  135.25911940 51 102
111  34.44048643  135.26028889 51 102
112  34.44043952  135.26033471  34.44043952  135.26033629 51 102
111  34.44048643  135.26039317 51 102
116  34.44056201  135.26037895  34.44059979  135.26034735
120 Linear Feature 20
111  34.44046324  135.26047915 51 102
111  34.44038866  135.26037610 51 102
111  34.44035224  135.26041396 51 102
111  34.43949028  135.25912697 51 102
112  34.43931164  135.25897346  34.43918783  135.25894547 51 102
111  34.43914168  135.25901131 51 102
115  34.43823809  135.25989663
120 Linear Feature 17
112  34.44193147  135.25398187  34.44210699  135.25419469 51 102
111  34.44186089  135.25450930 51 102
111  34.44173593  135.25467585 51 102
111  34.44151558  135.25478226 51 102
112  34.44117027  135.25474987  34.44103101  135.25458332 51 102
111  34.44116264  135.25432886 51 102
111  34.44134293  135.25406052 51 102
113  34.44158808  135.25391248 51 102
120 Linear Feature 16
112  34.44084779  135.25503046  34.44099527  135.25529497 51 102
111  34.44074640  135.25560418 51 102
111  34.44037463  135.25596554 51 102
112  34.43987382  135.25597672  34.43974170  135.25573084 51 102
111  34.43996906  135.25537693 51 102
113  34.44038078  135.25501556 51 102
120 Linear Feature 15
112  34.43898643  135.25576089  34.43883661  135.25589020 51 102
111  34.43859539  135.25559156 51 102
111  34.43807230  135.25483725 51 102
112  34.43799613  135.25424612  34.43817641  135.25412913 51 102
111  34.43844049  135.25444932 51 102
113  34.43887724  135.25509279 51 102
120 Linear Feature 14
112  34.43835884  135.25642165  34.43820000  135.25661016 51 102
111  34.43776739  135.25613071 51 102
111  34.43742266  135.25563077 51 102
112  34.43733141  135.25484398  34.43755109  135.25471694 51 102
111  34.43784850  135.25504887 51 102
113  34.43837236  135.25586844 51 102
120 Linear Feature 34
112  34.42352238  135.23810395  34.42360470  135.23821800 51 102
111  34.42369702  135.23817060 51 102
111  34.42409746  135.23790861 51 102
112  34.42432439  135.23768055  34.42443905  135.23758076
111  34.42432439  135.23768055
112  34.42432439  135.23768055  34.42439495  135.23759858 51 102
112  34.42453813  135.23728352  34.42457047  135.23716947 51 102
111  34.42439231  135.23674749 51 102
111  34.42333482  135.23516365 51 102
112  34.42281739  135.23498331  34.42266451  135.23520072 51 102
111  34.42271067  135.23541848 51 102
112  34.42292088  135.23665731  34.42303259  135.23704579 51 102
113  34.42327661  135.23762565 51 102
120 Linear Feature 10
112  34.43881467  135.25831402  34.43894822  135.25843809 51 102
111  34.43881144  135.25882064 51 102
112  34.43835066  135.25937382  34.43823966  135.25946214 51 102
111  34.43816856  135.25949158 51 102
112  34.43797431  135.25900792  34.43800380  135.25874506 51 102
111  34.43806276  135.25868828 51 102
113  34.43846166  135.25829504 51 102
120 Linear Feature 33
111  34.42141276  135.23499046 51 102
112  34.42132259  135.23481476  34.42130433  135.23470854 51 102
111  34.42136585  135.23457487 51 102
111  34.42162634  135.23424692 51 102
112  34.42189469  135.23399022  34.42201109  135.23389938
111  34.42189469  135.23399022
112  34.42189469  135.23399022  34.42211952  135.23387261 51 102
111  34.42223970  135.23383974 51 102
111  34.42263400  135.23679402 51 102
115  34.42263035  135.23678959
120 Linear Feature 32
111  34.41922008  135.23171186 51 102
112  34.41914158  135.23151049  34.41913025  135.23142430 51 102
111  34.41916532  135.23136444 51 102
111  34.41945556  135.23097719 51 102
111  34.41973486  135.23072050 51 102
112  34.42009995  135.23062092  34.42027719  135.23065714 51 102
111  34.42050155  135.23090859 51 102
111  34.42177208  135.23282054 51 102
112  34.42191629  135.23326534  34.42194122  135.23350305 51 102
111  34.42175017  135.23368137 51 102
111  34.42129563  135.23415715 51 102
112  34.42106927  135.23426115  34.42094858  135.23428443 51 102
115  34.42081006  135.23409518
120 Linear Feature 13
111  34.43956020  135.25661527 51 102
112  34.43954494  135.25629605  34.43942856  135.25609943 51 102
111  34.43929884  135.25620584 51 102
114  34.43931219  135.25652737  34.43942475  135.25668698 51 102
120 Linear Feature 12
111  34.43894251  135.25686967 51 102
112  34.43892690  135.25726081  34.43876041  135.25738068 51 102
111  34.43860605  135.25722927 51 102
114  34.43863207  135.25683603  34.43877775  135.25668462 51 102
120 Linear Feature 29
111  34.41969211  135.22439008 51 102
111  34.41819299  135.22579794 51 102
111  34.41979659  135.22818363 51 102
112  34.41988649  135.22847817  34.41989378  135.22862249 51 102
111  34.41978930  135.22880215 51 102
115  34.41827317  135.23031898
120 Linear Feature 31
111  34.42035551  135.22916331 51 102
112  34.42032344  135.22955857  34.42018446  135.22970436 51 102
111  34.41998936  135.22952293 51 102
114  34.42002945  135.22913415  34.42018714  135.22897539 51 102
120 Linear Feature 1
111  34.42641216  135.24233070 51 102
112  34.42580297  135.24130559  34.42569255  135.24105274 51 102
111  34.42562420  135.24082136 51 102
112  34.42534209  135.23941609  34.42534209  135.23910872 51 102
112  34.42547616  135.23884383  34.42562747  135.23870006 51 102
111  34.42596218  135.23908425 51 102
111  34.42733362  135.24111935 51 102
111  34.42748166  135.24139364 51 102
115  34.42787549  135.24431596
120 Linear Feature 2
111  34.42835146  135.24482084 51 102
111  34.42891470  135.24522873 51 102
111  34.42952254  135.24554649 51 102
112  34.42997982  135.24550142  34.43010994  135.24523550 51 102
111  34.42988688  135.24489746 51 102
111  34.42864888  135.24300896 51 102
112  34.42812469  135.24276558  34.42797969  135.24295938 51 102
111  34.42801687  135.24331545 51 102
113  34.42812469  135.24406814 51 102
120 Linear Feature 4
111  34.43127464  135.24964156 51 102
111  34.43359017  135.25072522 51 102
112  34.43345052  135.25103677  34.43333041  135.25122303 51 102
111  34.43314048  135.25136526 51 102
111  34.43276619  135.25162940 51 102
112  34.43264609  135.25161924  34.43257626  135.25160231 51 102
115  34.43251481  135.25149394
120 Linear Feature 7
111  34.43592935  135.25659616 51 102
112  34.43584757  135.25634374  34.43584757  135.25618796 51 102
111  34.43612639  135.25588848 51 102
111  34.43663943  135.25550533 51 102
112  34.43689596  135.25551885  34.43704958  135.25558997 51 102
111  34.43717478  135.25575325 51 102
111  34.43821202  135.25732640 51 102
112  34.43831612  135.25771856  34.43831333  135.25790821 51 102
111  34.43823433  135.25801606 51 102
111  34.43787743  135.25843978 51 102
112  34.43752425  135.25868770  34.43733152  135.25872834 51 102
115  34.43725286  135.25857050
120 Linear Feature 6
111  34.43411513  135.25389583 51 102
111  34.43643738  135.25497897 51 102
112  34.43631965  135.25526725  34.43618577  135.25547996 51 102
111  34.43598955  135.25562830 51 102
112  34.43559020  135.25588859  34.43542630  135.25591658 51 102
115  34.43534551  135.25574026
120 Linear Feature 5
112  34.43358872  135.25296573  34.43300707  135.25242052
111  34.43358872  135.25296573
112  34.43358872  135.25296573  34.43333152  135.25273194 51 102
111  34.43309426  135.25235723 51 102
112  34.43301619  135.25217242  34.43300096  135.25207699 51 102
111  34.43303106  135.25199213 51 102
112  34.43351436  135.25141518  34.43388763  135.25108577
111  34.43351436  135.25141518
112  34.43351436  135.25141518  34.43357530  135.25138439 51 102
112  34.43397164  135.25123037  34.43419255  135.25127963 51 102
111  34.43436880  135.25158273 51 102
111  34.43559256  135.25338493 51 102
112  34.43567063  135.25399795  34.43554621  135.25421653 51 102
111  34.43519105  135.25407007 51 102
113  34.43478210  135.25386723 51 102
120 Linear Feature 23
112  34.43703664  135.25444294  34.43679127  135.25467102 51 102
111  34.43644367  135.25416032 51 102
112  34.43457478  135.25136386  34.43457887  135.25136386 51 102
112  34.43449299  135.25060526  34.43474245  135.25040197 51 102
111  34.43506143  135.25089779 51 102
113  34.43693849  135.25367936 51 102
120 Linear Feature 24
112  34.43419830  135.25020563  34.43396117  135.25037864 51 102
111  34.43361281  135.24991557 51 102
111  34.43173671  135.24713464 51 102
112  34.43162129  135.24633829  34.43184164  135.24611948 51 102
111  34.43223616  135.24664868 51 102
113  34.43409547  135.24942962 51 102
120 Linear Feature 22
112  34.43769770  135.25381639  34.43784303  135.25365658 51 102
111  34.43759631  135.25319353 51 102
111  34.43704203  135.25234938 51 102
112  34.43657901  135.25210761  34.43639313  135.25223874 51 102
111  34.43665675  135.25273047 51 102
113  34.43721440  135.25361150 51 102
120 Linear Feature 3
111  34.42856895  135.24543185 51 102
111  34.43080856  135.24650316 51 102
111  34.43101423  135.24661399 51 102
111  34.43116913  135.24676483 51 102
111  34.43274854  135.24913840 51 102
112  34.43284757  135.24975411  34.43276169  135.24996235 51 102
111  34.43233718  135.24980953 51 102
115  34.43092671  135.24899674
120 Linear Feature 35
111  34.42408894  135.23898840 51 102
112  34.42393337  135.23868545  34.42391879  135.23854407 51 102
111  34.42404829  135.23837862 51 102
111  34.42425358  135.23813303 51 102
111  34.42454463  135.23787642
112  34.42454463  135.23787642  34.42466854  135.23778216 51 102
111  34.42485332  135.23775881 51 102
115  34.42523845  135.24066350
120 Linear Feature 57
111  34.44865924  135.23699724 51 102
112  34.44869407  135.23719635  34.44865592  135.23734357 51 102
111  34.44857037  135.23741787 51 102
112  34.44799274  135.23797407  34.44799417  135.23797407 51 102
112  34.44774907  135.23804012  34.44761553  135.23799806 51 102
111  34.44748391  135.23785066 51 102
111  34.44501427  135.23423197 51 102
112  34.44489237  135.23401562  34.44483166  135.23385999 51 102
111  34.44484227  135.23372098 51 102
111  34.44472474  135.23244873 51 102
112  34.44459430  135.23146847  34.44450427  135.23098702 51 102
115  34.44443950  135.23067592
120 Linear Feature 56
111  34.45143109  135.24112126 51 102
112  34.45144063  135.24135030  34.45139103  135.24145210 51 102
111  34.45132426  135.24152381 51 102
111  34.45076910  135.24206749 51 102
112  34.45046004  135.24213458  34.45027689  135.24208368 51 102
111  34.45014907  135.24189860 51 102
111  34.44825275  135.23909700 51 102
112  34.44809059  135.23861118  34.44809441  135.23836827 51 102
111  34.44822413  135.23825954 51 102
111  34.44880028  135.23768811 51 102
112  34.44900250  135.23762102  34.44909710  135.23760190 51 102
115  34.44917802  135.23776908
120 Linear Feature 0
111  34.41970437  135.22986424 51 102
112  34.41970890  135.23009944  34.41969833  135.23025124 51 102
112  34.41955203  135.23043121  34.41943737  135.23061775 51 102
111  34.41926605  135.23071955 51 102
112  34.41902625  135.23074871  34.41888745  135.23073957
111  34.41902625  135.23074871
112  34.41902625  135.23074871  34.41877431  135.23070116 51 102
111  34.41867005  135.23044417 51 102
111  34.41873152  135.23030809 51 102
112  34.41898594  135.23003153  34.41907495  135.22994741 51 102
111  34.41924941  135.22983178 51 102
114  34.41949021  135.22976009  34.41963203  135.22977106 51 102
120 Linear Feature 18
111  34.43041663  135.22767197 21
111  34.43025242  135.22743119
112  34.43025242  135.22743119  34.43020915  135.22733569 21
115  34.43023689  135.22728188
120 Linear Feature 17
111  34.43254594  135.23021120 21
111  34.43049318  135.22713888
112  34.43049318  135.22713888  34.43042673  135.22708517 21
115  34.43035823  135.22716103
120 Linear Feature 16
111  34.43259720  135.23017770 20
111  34.43249051  135.23026865 20
111  34.43052348  135.22726208 20
112  34.43039892  135.22725964  34.43031218  135.22729510 20
111  34.43030127  135.22741516 20
111  34.43045124  135.22764889 20
111  34.43039943  135.22769866 20
111  34.43023502  135.22748833 20
111  34.43015430  135.22742102
111  34.43065354  135.22693728 20
114  34.43057689  135.22715413  34.43058972  135.22725307 20
120 Linear Feature 14
111  34.43424871  135.22328853 20
111  34.42848839  135.22892291
112  34.42848839  135.22892291  34.42838945  135.22905539 20
111  34.42828665  135.22894687 20
111  34.42786650  135.22836774 20
111  34.42768808  135.22829098 20
111  34.42776866  135.22845147 20
111  34.42783773  135.22845496 20
111  34.42848808  135.22933762 20
111  34.42856290  135.22924342 20
112  34.42848566  135.22911254  34.42847828  135.22906958 20
111  34.42853701  135.22899223 20
113  34.43432641  135.22338272 20
120 Linear Feature 13
112  34.43561533  135.22509438  34.43555522  135.22500379 21
111  34.43544639  135.22505893 21
111  34.43268494  135.22771574
112  34.43268494  135.22771574  34.43253062  135.22790874 21
111  34.43266707  135.22812341 21
115  34.43311702  135.22877332
120 Linear Feature 15
111  34.43428671  135.22333305 21
111  34.42843854  135.22903337
112  34.42843854  135.22903337  34.42837957  135.22906587 21
111  34.42830242  135.22901418 21
111  34.42785926  135.22840784 21
115  34.42775480  135.22838481
120 Linear Feature 12
111  34.43504611  135.22430108 21
115  34.43571438  135.22523264
120 Linear Feature 11
111  34.43507842  135.22426259 20
111  34.43501148  135.22433262 20
111  34.43542043  135.22491517
112  34.43542043  135.22491517  34.43544118  135.22498620 20
111  34.43541860  135.22500856 20
111  34.43263291  135.22770333
112  34.43263291  135.22770333  34.43253285  135.22782681 20
111  34.43258659  135.22805255 20
111  34.43309692  135.22880433 20
111  34.43315232  135.22875667 20
111  34.43266451  135.22802443
112  34.43266451  135.22802443  34.43263592  135.22786412 20
111  34.43269489  135.22778613 20
111  34.43547513  135.22510838
112  34.43547513  135.22510838  34.43551052  135.22509359 20
111  34.43555279  135.22511205 20
111  34.43573242  135.22533711 20
113  34.43578829  135.22527989 20
120 Linear Feature 9
112  34.43653753  135.22479680  34.43656132  135.22432101 51
115  34.43695135  135.22429794
120 Linear Feature 8
111  34.43609518  135.22521203 51
111  34.43653516  135.22479391
112  34.43653516  135.22479391  34.43697513  135.22483428 51
115  34.43701319  135.22439022
120 Linear Feature 9
112  34.43606565  135.22403055  34.43608944  135.22355476 51
115  34.43647947  135.22353169
120 Linear Feature 8
111  34.43562330  135.22444578 51
111  34.43606327  135.22402767
112  34.43606327  135.22402767  34.43650325  135.22406804 51
115  34.43654130  135.22362397
120 SpotB
111  34.43377019  135.22752264 20
111  34.43349348  135.22752760 20
111  34.43337003  135.22735625 20
111  34.43321734  135.22751184 20
111  34.43333916  135.22768319 20
111  34.43325957  135.22801997 20
115  34.43351785  135.22839615
120 SpotB
111  34.43426618  135.22700948 20
111  34.43400290  135.22703071 20
111  34.43387945  135.22685936 20
111  34.43372675  135.22701495 20
111  34.43384858  135.22718630 20
111  34.43376899  135.22752309 20
115  34.43402726  135.22789926
120 SpotB
111  34.43479112  135.22653259 20
111  34.43450228  135.22651569 20
111  34.43437883  135.22634435 20
111  34.43422614  135.22649994 20
111  34.43434797  135.22667128 20
111  34.43426837  135.22700807 20
115  34.43452665  135.22738424
120 SpotB
111  34.43531177  135.22602368 20
111  34.43502736  135.22604259 20
111  34.43490391  135.22587125 20
111  34.43475122  135.22602684 20
111  34.43487305  135.22619818 20
111  34.43479345  135.22653497 20
115  34.43505173  135.22691114
120 SpotB
111  34.43616099  135.22589234 20
111  34.43590109  135.22551420 20
111  34.43554535  135.22553192 20
111  34.43542189  135.22536058 20
111  34.43526920  135.22551617 20
111  34.43539103  135.22568751 20
111  34.43531144  135.22602430 20
115  34.43556971  135.22640047
120 Linear Feature 2
112  34.43578706  135.22610020  34.43613113  135.22616645 51
115  34.43609081  135.22647973
120 Linear Feature 1
111  34.43544284  135.22558272 51
115  34.43602660  135.22646088
120 Linear Feature 6
112  34.43373859  135.22808953  34.43366869  135.22844062 51
115  34.43398489  135.22854016
120 Linear Feature 5
111  34.43338960  135.22757468 51
115  34.43399392  135.22846595
120 Linear Feature 4
112  34.43475966  135.22710433  34.43471931  135.22747609 51
115  34.43500181  135.22755046
120 Linear Feature 3
111  34.43440975  135.22658681 51
111  34.43475974  135.22710410
112  34.43475974  135.22710410  34.43508552  135.22713223 51
115  34.43507140  135.22748198
120 Linear Feature 4
112  34.43424432  135.22759827  34.43420397  135.22797003 51
115  34.43448647  135.22804440
120 Linear Feature 3
111  34.43389441  135.22708075 51
111  34.43424440  135.22759804
112  34.43424440  135.22759804  34.43457019  135.22762616 51
115  34.43455607  135.22797592
120 Linear Feature 10
111  34.43607285  135.22460575 20
111  34.43609188  135.22504929 20
111  34.43595334  135.22518930 20
111  34.43606853  135.22536517 20
111  34.43619392  135.22523095 20
111  34.43654353  135.22534629 20
115  34.43684081  135.22506947
120 Linear Feature 10
111  34.43586906  135.22360132 20
111  34.43555989  135.22390121 20
111  34.43560270  135.22433950 20
111  34.43546848  135.22446641 20
111  34.43558367  135.22464228 20
111  34.43572637  135.22449233 20
111  34.43607597  135.22460767 20
115  34.43637325  135.22433085
120 Linear Feature 4
112  34.43526803  135.22660195  34.43522768  135.22697371 51
115  34.43551018  135.22704808
120 Linear Feature 3
111  34.43491813  135.22608443 51
111  34.43526812  135.22660172
112  34.43526812  135.22660172  34.43559390  135.22662984 51
115  34.43557978  135.22697959
120 Linear Feature 58
112  34.43509777  135.23220238  34.43507134  135.23223819 21
111  34.43494233  135.23216469 21
111  34.43467344  135.23179344
112  34.43467344  135.23179344  34.43462214  135.23171240 21
111  34.43444961  135.23173314 21
115  34.43427398  135.23186882
120 Linear Feature 57
112  34.43503404  135.23224573  34.43496099  135.23228719 20
111  34.43486306  135.23218354 20
111  34.43460194  135.23183490
112  34.43460194  135.23183490  34.43453976  135.23178779 20
111  34.43443252  135.23183113 20
115  34.43431439  135.23194043
120 Linear Feature 56
112  34.43507290  135.23214773  34.43499673  135.23217223 20
111  34.43497187  135.23208554 20
111  34.43470763  135.23172560
112  34.43470763  135.23172560  34.43446516  135.23157672 20
111  34.43434237  135.23169544 20
115  34.43423356  135.23181417
120 Linear Feature 49
111  34.43965510  135.23070297
112  34.43965510  135.23070297  34.43969234  135.23082087 20
111  34.43963334  135.23088767 20
111  34.43913596  135.23138144
112  34.43913596  135.23138144  34.43908837  135.23141656 20
111  34.43910642  135.23153221 20
111  34.43920590  135.23168675 20
111  34.43915772  135.23173952 20
111  34.43880178  135.23122878 20
111  34.43835103  135.23052770
112  34.43835103  135.23052770  34.43830697  135.23047095 20
111  34.43823756  135.23051074 20
111  34.43569470  135.23301348
112  34.43569470  135.23301348  34.43565739  135.23306813 20
111  34.43567294  135.23313974 20
111  34.43576309  135.23329239 20
111  34.43566557  135.23338800 20
111  34.43542735  135.23302667 20
111  34.43505587  135.23247638
112  34.43505587  135.23247638  34.43494002  135.23237103 20
111  34.43508074  135.23214093 20
111  34.43831839  135.22900123
112  34.43831839  135.22900123  34.43838347  135.22889500 20
113  34.43853599  135.22898992 20
120 Linear Feature 50
111  34.43633580  135.23237882 20
111  34.43663536  135.23281741 20
111  34.43656834  135.23287193 20
115  34.43627787  135.23243536
120 RoadA
111  34.43903173  135.23134355 20
111  34.43958300  135.23081838
112  34.43958300  135.23081838  34.43960740  135.23078879 20
111  34.43958602  135.23072289 20
111  34.43851681  135.22909964
112  34.43851681  135.22909964  34.43847057  135.22904512 20
111  34.43840171  135.22905924 20
111  34.43516076  135.23219185
112  34.43516076  135.23219185  34.43510434  135.23222149 20
111  34.43513350  135.23233507 20
111  34.43552121  135.23290797
112  34.43552121  135.23290797  34.43554565  135.23297637 20
111  34.43562419  135.23294836 20
111  34.43819272  135.23042539
112  34.43819272  135.23042539  34.43827510  135.23034435 20
113  34.43838051  135.23043273 20
120 Linear Feature 53
111  34.43547396  135.23298955 21
115  34.43570348  135.23332962
120 Linear Feature 52
111  34.43631128  135.23240629 21
115  34.43660480  135.23284147
120 Linear Feature 51
111  34.43856482  135.22909441
112  34.43856482  135.22909441  34.43850595  135.22897739 21
111  34.43834478  135.22902827 21
111  34.43510993  135.23217285
112  34.43510993  135.23217285  34.43502154  135.23236440 21
111  34.43511181  135.23243965 21
111  34.43547479  135.23299148
112  34.43547479  135.23299148  34.43555566  135.23305989 21
111  34.43567039  135.23297552 21
111  34.43822253  135.23045347
112  34.43822253  135.23045347  34.43822253  135.23043066 21
111  34.43835230  135.23046487 21
111  34.43898422  135.23140438
112  34.43898422  135.23140438  34.43902560  135.23147052 21
111  34.43911964  135.23134509 21
111  34.43960674  135.23085937 21
113  34.43962931  135.23073395 21
120 ParkingLineA
112  34.43922895  135.22925456  34.43917889  135.22948909 51
111  34.43893932  135.22940734 51
111  34.43849359  135.22980869
112  34.43849359  135.22980869  34.43846628  135.22982524 51
111  34.43842965  135.22976308 51
111  34.43838263  135.22977448
112  34.43838263  135.22977448  34.43825291  135.22954271 51
111  34.43847102  135.22948031 51
115  34.43877382  135.22948944
120 Linear Feature 47
111  34.43600251  135.23234569 58
111  34.43559971  135.23174696
112  34.43559971  135.23174696  34.43528567  135.23173868 58
115  34.43528794  135.23136619
120 ParkingLineB
111  34.43595477  135.23224920 51
115  34.43597738  135.23241881
120 ParkingLineB
112  34.43558869  135.23151998  34.43533858  135.23148571 51
115  34.43534158  135.23128557
120 ParkingLineB
111  34.43558940  135.23151928 51
111  34.43598867  135.23212023
112  34.43598867  135.23212023  34.43599149  135.23217163 51
111  34.43594737  135.23219368 51
111  34.43595838  135.23224710
112  34.43595838  135.23224710  34.43569839  135.23239102 51
111  34.43572433  135.23202675 51
115  34.43570505  135.23179305
120 ParkingLineB
111  34.43645793  135.23178180 51
115  34.43648053  135.23195141
120 ParkingLineB
112  34.43609184  135.23105258  34.43584173  135.23101831 51
115  34.43584473  135.23081817
120 ParkingLineB
112  34.43596314  135.23068797  34.43617509  135.23080789 51
111  34.43609255  135.23105188 51
111  34.43649182  135.23165283
112  34.43649182  135.23165283  34.43649465  135.23170423 51
111  34.43645052  135.23172628 51
111  34.43646153  135.23177970
112  34.43646153  135.23177970  34.43620154  135.23192362 51
111  34.43622748  135.23155935 51
115  34.43620820  135.23132565
120 ParkingLineB
111  34.43688348  135.23135082 51
115  34.43690609  135.23152043
120 ParkingLineB
112  34.43651739  135.23062160  34.43626728  135.23058733 51
115  34.43627028  135.23038719
120 ParkingLineB
112  34.43638869  135.23025699  34.43660064  135.23037691 51
111  34.43651810  135.23062090 51
111  34.43691737  135.23122185
112  34.43691737  135.23122185  34.43692020  135.23127325 51
111  34.43687607  135.23129530 51
111  34.43688708  135.23134872
112  34.43688708  135.23134872  34.43662709  135.23149264 51
111  34.43665303  135.23112837 51
115  34.43663376  135.23089466
120 ParkingLineB
111  34.43730653  135.23094411 51
115  34.43732913  135.23111373
120 ParkingLineB
112  34.43694044  135.23021489  34.43669033  135.23018063 51
115  34.43669333  135.22998048
120 ParkingLineB
112  34.43681174  135.22985028  34.43702369  135.22997021 51
111  34.43694115  135.23021419 51
111  34.43734042  135.23081515
112  34.43734042  135.23081515  34.43734325  135.23086654 51
111  34.43729912  135.23088860 51
111  34.43731013  135.23094202
112  34.43731013  135.23094202  34.43705014  135.23108593 51
111  34.43707608  135.23072167 51
115  34.43705680  135.23048796
120 ParkingLineB
111  34.43813670  135.23012946 51
115  34.43815931  135.23029907
120 ParkingLineB
112  34.43777062  135.22940024  34.43752051  135.22936597 51
115  34.43752351  135.22916583
120 ParkingLineB
112  34.43764192  135.22903563  34.43785387  135.22915556 51
111  34.43777133  135.22939954 51
111  34.43817060  135.23000049
112  34.43817060  135.23000049  34.43817343  135.23005189 51
111  34.43812930  135.23007394 51
111  34.43814031  135.23012736
112  34.43814031  135.23012736  34.43788032  135.23027128 51
111  34.43790626  135.22990701 51
115  34.43788698  135.22967331
120 ParkingLineB
111  34.43772207  135.23054348 51
115  34.43774467  135.23071309
120 ParkingLineB
